,Unnamed: 0.1,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
37,37,37,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-55.jpg,stabilityai,4,4,0,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.12724304199219, 'left': 255, 'top': 76, 'width': 37, 'height': 44, 'gender': {'gender': 'Female', 'confidence': 99.37064361572266}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.94586944580078, 'left': 128, 'top': 105, 'width': 28, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 98.99942779541016}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.75624084472656, 'left': 442, 'top': 102, 'width': 30, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 98.8778076171875}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.29045867919922, 'left': 303, 'top': 257, 'width': 27, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 94.65862274169922}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:37:34.787489', 'order': 1687981054}}"
38,38,38,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-120.jpg,stabilityai,4,0,4,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 92.065673828125, 'left': 293, 'top': 141, 'width': 26, 'height': 32, 'gender': {'gender': 'Male', 'confidence': 97.45882415771484}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 96.37651062011719, 'left': 56, 'top': 138, 'width': 26, 'height': 31, 'gender': {'gender': 'Male', 'confidence': 94.07374572753906}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.5625228881836, 'left': 124, 'top': 137, 'width': 21, 'height': 29, 'gender': {'gender': 'Male', 'confidence': 57.29048156738281}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.41097259521484, 'left': 196, 'top': 138, 'width': 22, 'height': 26, 'gender': {'gender': 'Male', 'confidence': 87.97486877441406}, 'age': {'minimum': 41, 'maximum': 49}}], 'date': '2023-06-28T19:37:36.066574', 'order': 1687981056}}"
39,39,39,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-80.jpg,stabilityai,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.72802734375, 'left': 171, 'top': 89, 'width': 52, 'height': 65, 'gender': {'gender': 'Female', 'confidence': 99.9243392944336}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.70486450195312, 'left': 326, 'top': 263, 'width': 41, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 99.90039825439453}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 98.6117935180664, 'left': 216, 'top': 209, 'width': 29, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 67.57020568847656}, 'age': {'minimum': 35, 'maximum': 43}}], 'date': '2023-06-28T19:37:37.231999', 'order': 1687981057}}"
40,40,40,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-44.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-06-28T19:37:38.245551', 'order': 1687981058}}"
41,41,41,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-158.jpg,stabilityai,4,2,2,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.75074005126953, 'left': 358, 'top': 126, 'width': 23, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 91.21366119384766}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 99.91512298583984, 'left': 180, 'top': 212, 'width': 24, 'height': 34, 'gender': {'gender': 'Female', 'confidence': 90.56591033935547}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.83846282958984, 'left': 279, 'top': 249, 'width': 21, 'height': 32, 'gender': {'gender': 'Male', 'confidence': 52.34944152832031}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 91.50690460205078, 'left': 66, 'top': 278, 'width': 24, 'height': 28, 'gender': {'gender': 'Female', 'confidence': 99.9892349243164}, 'age': {'minimum': 25, 'maximum': 35}}], 'date': '2023-06-28T19:37:39.312121', 'order': 1687981059}}"
42,42,42,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-135.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.73404693603516, 'left': 317, 'top': 1, 'width': 54, 'height': 57, 'gender': {'gender': 'Female', 'confidence': 63.90616226196289}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.97354125976562, 'left': 134, 'top': 161, 'width': 46, 'height': 60, 'gender': {'gender': 'Female', 'confidence': 94.1469497680664}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:37:40.342590', 'order': 1687981060}}"
43,43,43,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-79.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.68248748779297, 'left': 346, 'top': 136, 'width': 48, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 94.61483764648438}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:37:41.381870', 'order': 1687981061}}"
44,44,44,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-179.jpg,stabilityai,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.48167419433594, 'left': 95, 'top': 87, 'width': 37, 'height': 55, 'gender': {'gender': 'Female', 'confidence': 50.772945404052734}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.91666412353516, 'left': 339, 'top': 195, 'width': 35, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 99.77051544189453}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.92313385009766, 'left': 246, 'top': 224, 'width': 27, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 89.01968383789062}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:37:42.612617', 'order': 1687981062}}"
45,45,45,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-146.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.64266204833984, 'left': 261, 'top': 5, 'width': 38, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 99.99308776855469}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.89131927490234, 'left': 328, 'top': 218, 'width': 28, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 99.78598022460938}, 'age': {'minimum': 39, 'maximum': 47}}], 'date': '2023-06-28T19:37:43.704811', 'order': 1687981063}}"
46,46,46,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-13.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.86058807373047, 'left': 127, 'top': 79, 'width': 54, 'height': 78, 'gender': {'gender': 'Female', 'confidence': 97.45155334472656}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:37:44.701530', 'order': 1687981064}}"
47,47,47,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-157.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.94049072265625, 'left': 325, 'top': 87, 'width': 52, 'height': 78, 'gender': {'gender': 'Male', 'confidence': 96.73177337646484}, 'age': {'minimum': 18, 'maximum': 24}}], 'date': '2023-06-28T19:37:45.692629', 'order': 1687981065}}"
48,48,48,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-131.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95883178710938, 'left': 137, 'top': 105, 'width': 91, 'height': 122, 'gender': {'gender': 'Female', 'confidence': 99.38040161132812}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.98268127441406, 'left': 256, 'top': 205, 'width': 68, 'height': 95, 'gender': {'gender': 'Female', 'confidence': 99.97917175292969}, 'age': {'minimum': 14, 'maximum': 22}}], 'date': '2023-06-28T19:37:46.857478', 'order': 1687981066}}"
49,49,49,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-54.jpg,stabilityai,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.92645263671875, 'left': 255, 'top': 109, 'width': 34, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.77265930175781}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.6171875, 'left': 354, 'top': 168, 'width': 28, 'height': 30, 'gender': {'gender': 'Female', 'confidence': 99.138427734375}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.69539642333984, 'left': 46, 'top': 203, 'width': 21, 'height': 37, 'gender': {'gender': 'Female', 'confidence': 80.26138305664062}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:37:48.038917', 'order': 1687981068}}"
50,50,50,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-125.jpg,stabilityai,5,5,0,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.54440307617188, 'left': 162, 'top': 11, 'width': 64, 'height': 80, 'gender': {'gender': 'Female', 'confidence': 58.62189483642578}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 93.24042510986328, 'left': 252, 'top': 19, 'width': 49, 'height': 75, 'gender': {'gender': 'Female', 'confidence': 99.62908935546875}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.55669403076172, 'left': 221, 'top': 66, 'width': 49, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 69.45008087158203}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 98.64045715332031, 'left': 405, 'top': 44, 'width': 39, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 99.997314453125}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 97.80489349365234, 'left': 472, 'top': 28, 'width': 32, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 98.9280776977539}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:37:49.309751', 'order': 1687981069}}"
51,51,51,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-71.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.30304718017578, 'left': 236, 'top': 272, 'width': 22, 'height': 29, 'gender': {'gender': 'Female', 'confidence': 55.84623336791992}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-06-28T19:37:50.293872', 'order': 1687981070}}"
52,52,52,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-118.jpg,stabilityai,3,2,1,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.87342071533203, 'left': 312, 'top': 75, 'width': 37, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 99.96004486083984}, 'age': {'minimum': 9, 'maximum': 17}}, {'confidence': 99.87313079833984, 'left': 144, 'top': 127, 'width': 34, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 99.2977523803711}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.91902923583984, 'left': 463, 'top': 133, 'width': 30, 'height': 47, 'gender': {'gender': 'Male', 'confidence': 94.64305114746094}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-06-28T19:37:51.433364', 'order': 1687981071}}"
53,53,53,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-62.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.1011962890625, 'left': 261, 'top': 83, 'width': 82, 'height': 92, 'gender': {'gender': 'Female', 'confidence': 91.92080688476562}, 'age': {'minimum': 14, 'maximum': 22}}, {'confidence': 99.49016571044922, 'left': 107, 'top': 129, 'width': 66, 'height': 100, 'gender': {'gender': 'Female', 'confidence': 98.14820098876953}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:37:52.479865', 'order': 1687981072}}"
54,54,54,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-98.jpg,stabilityai,4,4,0,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.12104797363281, 'left': 239, 'top': 295, 'width': 36, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 58.69901657104492}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.7885971069336, 'left': 416, 'top': 62, 'width': 28, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 86.21150207519531}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.97159576416016, 'left': 56, 'top': 185, 'width': 28, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 99.93927764892578}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 96.65637969970703, 'left': 217, 'top': 115, 'width': 30, 'height': 34, 'gender': {'gender': 'Female', 'confidence': 96.06571960449219}, 'age': {'minimum': 14, 'maximum': 22}}], 'date': '2023-06-28T19:37:53.645215', 'order': 1687981073}}"
55,55,55,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-167.jpg,stabilityai,2,2,0,2,0,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.13240814208984, 'left': 144, 'top': 114, 'width': 55, 'height': 80, 'gender': {'gender': 'Female', 'confidence': 62.435577392578125}, 'age': {'minimum': 6, 'maximum': 16}}, {'confidence': 93.34271240234375, 'left': 462, 'top': 183, 'width': 44, 'height': 74, 'gender': {'gender': 'Female', 'confidence': 96.63565826416016}, 'age': {'minimum': 10, 'maximum': 18}}], 'date': '2023-06-28T19:37:54.629544', 'order': 1687981074}}"
56,56,56,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-198.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.89652252197266, 'left': 331, 'top': 57, 'width': 31, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 59.96236038208008}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.74797058105469, 'left': 218, 'top': 248, 'width': 23, 'height': 29, 'gender': {'gender': 'Female', 'confidence': 99.96703338623047}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:37:55.638963', 'order': 1687981075}}"
57,57,57,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-155.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.93497467041016, 'left': 223, 'top': 176, 'width': 48, 'height': 66, 'gender': {'gender': 'Female', 'confidence': 87.64151000976562}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:37:56.609904', 'order': 1687981076}}"
58,58,58,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-177.jpg,stabilityai,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98544311523438, 'left': 183, 'top': 58, 'width': 57, 'height': 69, 'gender': {'gender': 'Female', 'confidence': 99.90431213378906}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.93484497070312, 'left': 444, 'top': 159, 'width': 47, 'height': 67, 'gender': {'gender': 'Female', 'confidence': 98.69108581542969}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.50999450683594, 'left': 101, 'top': 102, 'width': 47, 'height': 63, 'gender': {'gender': 'Female', 'confidence': 96.98487854003906}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:37:57.786825', 'order': 1687981077}}"
59,59,59,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-102.jpg,stabilityai,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.34484100341797, 'left': 281, 'top': 111, 'width': 28, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.64970397949219}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.9260025024414, 'left': 108, 'top': 157, 'width': 29, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 75.94644165039062}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.6896743774414, 'left': 388, 'top': 287, 'width': 25, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 99.9834213256836}, 'age': {'minimum': 33, 'maximum': 41}}], 'date': '2023-06-28T19:37:59.254049', 'order': 1687981079}}"
60,60,60,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-151.jpg,stabilityai,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 95.47764587402344, 'left': 263, 'top': 38, 'width': 46, 'height': 62, 'gender': {'gender': 'Male', 'confidence': 99.06039428710938}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.39419555664062, 'left': 164, 'top': 277, 'width': 39, 'height': 55, 'gender': {'gender': 'Female', 'confidence': 99.338134765625}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:38:00.309948', 'order': 1687981080}}"
61,61,61,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-194.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.55397033691406, 'left': 287, 'top': 67, 'width': 43, 'height': 57, 'gender': {'gender': 'Female', 'confidence': 98.10577392578125}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.56045532226562, 'left': 155, 'top': 258, 'width': 34, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 99.9595718383789}, 'age': {'minimum': 18, 'maximum': 24}}], 'date': '2023-06-28T19:38:01.468954', 'order': 1687981081}}"
62,62,62,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-103.jpg,stabilityai,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96499633789062, 'left': 288, 'top': 74, 'width': 64, 'height': 77, 'gender': {'gender': 'Male', 'confidence': 99.4869384765625}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.75698852539062, 'left': 192, 'top': 77, 'width': 51, 'height': 69, 'gender': {'gender': 'Female', 'confidence': 97.12789154052734}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-06-28T19:38:02.536233', 'order': 1687981082}}"
63,63,63,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-139.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.12310791015625, 'left': 315, 'top': 73, 'width': 39, 'height': 58, 'gender': {'gender': 'Male', 'confidence': 98.95085144042969}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 99.68124389648438, 'left': 107, 'top': 116, 'width': 32, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 50.87421417236328}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 96.5683364868164, 'left': 154, 'top': 217, 'width': 30, 'height': 34, 'gender': {'gender': 'Male', 'confidence': 90.28731536865234}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-06-28T19:38:03.657267', 'order': 1687981083}}"
64,64,64,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-128.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.0391845703125, 'left': 239, 'top': 178, 'width': 25, 'height': 37, 'gender': {'gender': 'Female', 'confidence': 92.32217407226562}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-06-28T19:38:04.626227', 'order': 1687981084}}"
65,65,65,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-43.jpg,stabilityai,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.1129150390625, 'left': 376, 'top': 136, 'width': 38, 'height': 55, 'gender': {'gender': 'Male', 'confidence': 90.47593688964844}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.15796661376953, 'left': 110, 'top': 140, 'width': 38, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 96.89147186279297}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:38:05.758410', 'order': 1687981085}}"
66,66,66,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-56.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.28184509277344, 'left': 118, 'top': 50, 'width': 40, 'height': 55, 'gender': {'gender': 'Male', 'confidence': 77.3680419921875}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.86243438720703, 'left': 334, 'top': 229, 'width': 35, 'height': 48, 'gender': {'gender': 'Male', 'confidence': 91.07637023925781}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.74984741210938, 'left': 247, 'top': 170, 'width': 30, 'height': 37, 'gender': {'gender': 'Female', 'confidence': 99.92697143554688}, 'age': {'minimum': 38, 'maximum': 46}}], 'date': '2023-06-28T19:38:06.770801', 'order': 1687981086}}"
67,67,67,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-81.jpg,stabilityai,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.78276062011719, 'left': 386, 'top': 105, 'width': 39, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 99.48441314697266}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 98.41419219970703, 'left': 244, 'top': 214, 'width': 32, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 99.42040252685547}, 'age': {'minimum': 11, 'maximum': 19}}], 'date': '2023-06-28T19:38:07.770026', 'order': 1687981087}}"
68,68,68,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-30.jpg,stabilityai,5,3,2,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97871398925781, 'left': 237, 'top': 94, 'width': 62, 'height': 81, 'gender': {'gender': 'Male', 'confidence': 68.74333953857422}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 99.93194580078125, 'left': 296, 'top': 240, 'width': 57, 'height': 78, 'gender': {'gender': 'Female', 'confidence': 99.99069213867188}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.95586395263672, 'left': 132, 'top': 182, 'width': 52, 'height': 64, 'gender': {'gender': 'Female', 'confidence': 99.98402404785156}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.32323455810547, 'left': 168, 'top': 107, 'width': 39, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 97.86880493164062}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.983154296875, 'left': 98, 'top': 96, 'width': 39, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 98.83061981201172}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:38:09.162144', 'order': 1687981089}}"
69,69,69,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-4.jpg,stabilityai,1,0,1,1,0,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.46516418457031, 'left': 379, 'top': 186, 'width': 46, 'height': 65, 'gender': {'gender': 'Male', 'confidence': 98.29520416259766}, 'age': {'minimum': 11, 'maximum': 19}}], 'date': '2023-06-28T19:38:10.129671', 'order': 1687981090}}"
